unix_time,value
1529823601.0,nan
1529866801.0,557.0642391304344
1529910001.0,568.4358503401364
1529953201.0,557.4296527777778
1529996401.0,528.0993103448276
1530039601.0,521.3888194444443
1530082801.0,528.0223448275866
1530126001.0,523.3281944444446
1530169201.0,519.3487500000001
1530212401.0,504.869583333333
1530255601.0,527.5144827586207
1530298801.0,476.8933333333333
1530342001.0,436.279513888889
1530385201.0,419.61590277777765
1530428401.0,442.17972222222227
1530471601.0,450.81979020979026
1530514801.0,450.03250000000037
1530558001.0,448.7829166666667
1530601201.0,446.25165517241385
1530644401.0,434.5813194444445
1530687601.0,438.6561111111108
1530730801.0,555.4517123287669
1530774001.0,570.9504137931035
1530817201.0,575.0399999999998
1530860401.0,603.0644827586206
1530903601.0,577.928402777778
1530946801.0,587.9344827586202
1530990001.0,543.5405555555557
1531033201.0,548.8034027777778
1531076401.0,541.7817391304344
1531119601.0,nan
