unix_time,value
1530255601.0,nan
1530266401.0,nan
1530277201.0,nan
1530288001.0,nan
1530298801.0,nan
1530309601.0,nan
1530320401.0,nan
1530331201.0,nan
1530342001.0,nan
1530352801.0,nan
1530363601.0,nan
1530374401.0,nan
1530385201.0,nan
1530396001.0,nan
1530406801.0,nan
1530417601.0,nan
1530428401.0,1006.797596484167
1530439201.0,1007.220893396667
1530450001.0,1008.4249379477774
1530460801.0,1008.6318831049999
1530471601.0,1008.961114036944
1530482401.0,1009.2621251747217
1530493201.0,1008.9423008408334
1530504001.0,1008.8106084680553
1530514801.0,1008.2085861925001
1530525601.0,1007.8793552605558
1530536401.0,1008.4249379477775
1530547201.0,1008.46256434
1530558001.0,1008.2932455749997
1530568801.0,1007.0045416413894
1530579601.0,1005.7158377077772
1530590401.0,1005.5371123447219
1530601201.0,1004.4741667644442
1530612001.0,1003.8251114986111
1530622801.0,1004.7657713041663
1530633601.0,1005.4994859525
1530644401.0,1005.3583869816666
1530655201.0,1005.142035226389
1530666001.0,1005.1514418244442
1530676801.0,1005.791090492222
1530687601.0,1005.9698158552777
1530698401.0,1006.4589589541671
1530709201.0,1008.2085861924996
1530720001.0,1009.6572022930553
1530730801.0,1010.0428728133338
1530741601.0,1009.5349165183327
1530752401.0,1009.5913561066661
1530763201.0,1010.9082798344449
1530774001.0,1011.6514010808335
1530784801.0,1012.0182584050001
1530795601.0,1013.4574679075
1530806401.0,1014.0218637908339
1530817201.0,1014.2288089480559
1530828001.0,1013.6550064666662
1530838801.0,1014.3228749286116
1530849601.0,1015.3481941166667
1530860401.0,1015.0001499886116
1530871201.0,1013.7490724472221
1530882001.0,1014.5580398800006
1530892801.0,1014.6144794683338
1530903601.0,1013.6267866724995
1530914401.0,1012.2628299544441
1530925201.0,1011.8207198458335
1530936001.0,1012.0841045913888
1530946801.0,1011.3127635508333
1530957601.0,1011.1246315897224
1530968401.0,1011.2939503547223
1530979201.0,1010.9741260208339
1530990001.0,1010.3532905491671
1531000801.0,1009.0363668213888
1531011601.0,1008.3496851633331
1531022401.0,1008.8482348602774
1531033201.0,nan
1531044001.0,nan
1531054801.0,nan
1531065601.0,nan
1531076401.0,nan
1531087201.0,nan
1531098001.0,nan
1531108801.0,nan
1531119601.0,nan
1531130401.0,nan
1531141201.0,nan
1531152001.0,nan
1531162801.0,nan
1531173601.0,nan
1531184401.0,nan
1531195201.0,nan
1531206001.0,nan
1531216801.0,nan
1531227601.0,nan
1531238401.0,nan
1531249201.0,nan
1531260001.0,nan
1531270801.0,nan
1531281601.0,nan
1531292401.0,nan
1531303201.0,nan
1531314001.0,nan
1531324801.0,nan
1531335601.0,nan
1531346401.0,nan
1531357201.0,nan
1531368001.0,nan
1531378801.0,nan
1531389601.0,nan
1531400401.0,nan
1531411201.0,nan
1531422001.0,nan
1531432801.0,nan
1531443601.0,nan
1531454401.0,nan
1531465201.0,nan
1531476001.0,nan
1531486801.0,nan
1531497601.0,nan
