unix_time,value
1530255601.0,1191.466666666667
1530262801.0,1205.2250000000001
1530270001.0,1211.9333333333334
1530277201.0,1242.0499999999997
1530284401.0,1237.7416666666668
1530291601.0,1239.0083333333332
1530298801.0,1227.675
1530306001.0,1213.4666666666665
1530313201.0,1195.325
1530320401.0,1199.325
1530327601.0,1187.875
1530334801.0,1186.8416666666667
1530342001.0,1205.25
1530349201.0,1226.7916666666667
1530356401.0,1232.4916666666668
1530363601.0,1241.7916666666667
1530370801.0,1241.6416666666667
1530378001.0,1234.2333333333333
1530385201.0,1227.9750000000004
1530392401.0,1221.4916666666666
1530399601.0,1205.1666666666665
1530406801.0,1194.72
1530414001.0,1190.9333333333332
1530421201.0,1197.3833333333334
1530428401.0,1192.2916666666665
1530435601.0,1199.5
1530442801.0,1200.358333333333
1530450001.0,1198.1916666666666
1530457201.0,1195.025
1530464401.0,1207.6416666666667
1530471601.0,1207.9083333333335
1530478801.0,1202.2083333333333
1530486001.0,1198.7565217391307
1530493201.0,1203.8666666666666
1530500401.0,1186.1416666666667
1530507601.0,1181.8166666666668
1530514801.0,1181.7083333333333
1530522001.0,1184.2333333333333
1530529201.0,1197.3
1530536401.0,1213.6916666666668
1530543601.0,1205.4720000000002
1530550801.0,1190.9083333333335
1530558001.0,1205.1999999999998
1530565201.0,1189.7
1530572401.0,1202.1916666666668
1530579601.0,1195.8333333333335
1530586801.0,1194.1583333333333
1530594001.0,1191.5666666666668
1530601201.0,1183.8
1530608401.0,1210.75
1530615601.0,1251.3833333333334
1530622801.0,1249.5166666666667
1530630001.0,1242.2666666666669
1530637201.0,1237.1666666666667
1530644401.0,1230.8799999999999
1530651601.0,1207.6000000000001
1530658801.0,1202.6666666666667
1530666001.0,1204.6000000000001
1530673201.0,1196.9666666666667
1530680401.0,1212.1916666666668
1530687601.0,1234.3916666666664
1530694801.0,1238.888
1530702001.0,1252.0833333333333
1530709201.0,1245.5
1530716401.0,1211.55
1530723601.0,1211.3
1530730801.0,1197.9166666666667
1530738001.0,1201.6833333333334
1530745201.0,1193.4166666666665
1530752401.0,1203.1499999999999
1530759601.0,1197.9833333333331
1530766801.0,1178.3166666666664
1530774001.0,1174.0249999999999
1530781201.0,1177.0833333333333
1530788401.0,1175.475
1530795601.0,1177.7166666666667
1530802801.0,1175.9916666666668
1530810001.0,1186.5166666666667
1530817201.0,1183.325
1530824401.0,1176.5583333333334
1530831601.0,1182.3166666666664
1530838801.0,1198.1833333333334
1530846001.0,1178.5166666666667
1530853201.0,1174.7666666666667
1530860401.0,1203.825
1530867601.0,1207.8916666666667
1530874801.0,1227.008333333333
1530882001.0,1220.2
1530889201.0,1199.6833333333334
1530896401.0,1198.0416666666667
1530903601.0,1166.5416666666667
1530910801.0,1165.7833333333333
1530918001.0,1171.3666666666668
1530925201.0,1173.25
1530932401.0,1170.8916666666667
1530939601.0,1192.4416666666664
1530946801.0,1201.4416666666666
1530954001.0,1210.616666666667
1530961201.0,1239.4583333333335
1530968401.0,1225.4166666666665
1530975601.0,1207.8916666666669
1530982801.0,1207.8416666666667
1530990001.0,1196.4749999999997
1530997201.0,1187.1083333333333
1531004401.0,1182.2083333333333
1531011601.0,1179.4416666666668
1531018801.0,1188.8333333333333
1531026001.0,1180.6416666666669
1531033201.0,1178.825
1531040401.0,1194.075
1531047601.0,1201.9583333333333
1531054801.0,1203.1666666666667
1531062001.0,1188.9583333333333
1531069201.0,1186.4749999999997
1531076401.0,1187.45
1531083601.0,1186.5833333333335
1531090801.0,1180.0347826086959
1531098001.0,1179.5666666666668
1531105201.0,1176.3916666666667
1531112401.0,1186.6999999999998
1531119601.0,1197.7
1531126801.0,1195.525
1531134001.0,1196.7416666666668
1531141201.0,1199.8583333333333
1531148401.0,1190.8583333333336
1531155601.0,1174.0749999999998
1531162801.0,1183.8666666666666
1531170001.0,1181.7250000000001
1531177201.0,1173.4083333333333
1531184401.0,1175.8916666666667
1531191601.0,1169.2750000000003
1531198801.0,1205.2333333333333
1531206001.0,1210.7519999999997
1531213201.0,1196.8916666666667
1531220401.0,1200.0000000000002
1531227601.0,1199.4833333333333
1531234801.0,1192.1083333333331
1531242001.0,1180.091666666667
1531249201.0,1172.7333333333336
1531256401.0,1168.4434782608694
1531263601.0,nan
1531270801.0,nan
1531278001.0,nan
1531285201.0,nan
1531292401.0,nan
1531299601.0,nan
1531306801.0,nan
1531314001.0,nan
1531321201.0,nan
1531328401.0,nan
1531335601.0,nan
